doi,title,authors,author_corresponding,author_corresponding_institution,date,version,license,category,jatsxml,abstract,published,node,link,pdf,link_page,link_pdf,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
10.1101/19006320,Dissociative experiences in fibromyalgia are mediated by symptoms of autonomic dysfunction,"Aslanyan, D.; Iodice, V.; Davies, K. A.; Critchley, H. D.; Eccles, J. A.",Jessica A Eccles,Brighton and Sussex Medical School,2019-09-11,1,cc_by_nc_nd,Neurology,https://www.medrxiv.org/content/early/2019/09/11/19006320.source.xml,"BackgroundFibromyalgia is characterised by chronic widespread pain. Quality of life is further reduced by autonomic and cognitive symptoms, including subjective  brain-fog and dissociative experiences. Although an association with joint hypermobility suggests variant connective tissue is a factor in both fibromyalgia and dysautonomia, the mechanisms underlying the neuropsychiatric symptoms are poorly understood.

Methods21 fibromyalgia patients and 21 healthy controls were assessed for joint hypermobility dissociative experiences, autonomic symptoms and interoceptive sensibility. Mediation analyses were conducted according to the method of Baron and Kenny.

ResultsPatients with fibromyalgia reported greater dissociative experiences and autonomic symptoms. The relationship between fibromyalgia and dissociative experiences was fully mediated by symptoms of orthostatic intolerance. Fibromyalgia, dissociative experiences and orthostatic intolerance all were associated with joint hypermobility and interoceptive sensibility.

ConclusionsThis exploratory investigation highlights the relationship between dissociative experiences in the context of fibromyalgia and subjective experience of aberrant physiological responses. These findings can enhance the recognition and management of neuropsychiatric symptoms in patients with fibromyalgia, wherein dissociative experiences reflect disturbance of self-representation that can arise through abnormalities in internal agency, autonomic (dys)control and interoceptive prediction errors.",0,394,/content/10.1101/19006320v1?versioned=TRUE,/content/10.1101/19006320v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006320v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006320v1.full.pdf,_10.1101_19006320.txt,1,data availability statement,0,data availability deindentified participant data is available upon reasonable request from the corresponding author (orcid id https://orcid.org/0000-0002-0062-1216). contributorship statement   medrxiv preprint doi,NA
10.1101/19005819,Cohort Profile: the Oxford Parkinson's Disease Centre Discovery Cohort Magnetic Resonance Imaging sub-study (OPDC-MRI),"Griffanti, L.; Klein, J. C.; Szewczyk-Krolikowski, K.; Menke, R. A. L.; Rolinski, M.; Barber, T. R.; Lawton, M.; Evetts, S. G.; Begeti, F.; Crabbe, M.; Rumbold, J.; Wade-Martins, R.; Hu, M. T.; Mackay, C. E.",Clare E Mackay,University of Oxford,2019-09-11,1,cc_by,Neurology,https://www.medrxiv.org/content/early/2019/09/11/19005819.source.xml,"PurposeThe Oxford Parkinsons Disease Centre (OPDC) Discovery Cohort magnetic resonance imaging (MRI) sub-study (OPDC-MRI) collects high quality multimodal brain MRI together with deep longitudinal clinical phenotyping in patients with Parkinsons, at-risk individuals and healthy elderly participants. The primary aim is to detect pathological changes in brain structure and function, and develop, together with the clinical data, biomarkers to stratify, predict and chart progression in early-stage Parkinsons and at-risk individuals.

ParticipantsParticipants are recruited from the OPDC Discovery Cohort, a prospective, longitudinal study. Baseline MRI data is currently available for 290 participants: 119 patients with early idiopathic Parkinsons, 15 Parkinsons patients with pathogenic mutations of the LRRK2 or GBA genes, 68 healthy controls and 87 individuals at risk of Parkinsons (asymptomatic carriers of GBA mutation and patients with idiopathic rapid eye movement sleep behaviour disorder - RBD).

Findings to dateDifferences in brain structure in early Parkinsons were found to be subtle, with small changes in the shape of the globus pallidus and evidence of alterations in microstructural integrity in the prefrontal cortex that correlated with performance on executive function tests. Brain function, as assayed with resting fMRI yielded more substantial differences, with basal ganglia connectivity reduced in early Parkinsons, and RBD, but not Alzheimers, suggesting that the effect is pathology specific. Imaging of the substantia nigra with the more recent adoption of sequences sensitive to iron and neuromelanin content shows promising results in identifying early signs of Parkinsonian disease.

Future plansOngoing studies include the integration of multimodal MRI measures to improve discrimination power. Follow-up clinical data are now accumulating and will allow us to correlate baseline imaging measures to clinical disease progression. Follow-up MRI scanning started in 2015 and is currently ongoing, providing the opportunity for future longitudinal imaging analyses with parallel clinical phenotyping.

Article SummaryO_ST_ABSStrengths and limitations of this studyC_ST_ABSO_LIHigh quality 3T MRI data in a very well phenotyped and longitudinally followed cohort of Parkinsons and RBD.
C_LIO_LIAll imaging data were acquired on the same MRI scanner, quite unique for a study of this duration. The protocol includes both standard sequences, comparable across other studies, and sequences acquired to investigate study-specific research questions.
C_LIO_LIClinical longitudinal data are acquired every 18 months and will be used to relate baseline imaging with clinical progression. Information about conversion to Parkinsons of the at-risk individuals will also be available, providing the ultimate validation of potential biomarkers. MRI follow-up is also ongoing, which will allow longitudinal imaging analyses.
C_LIO_LIStatistical maps of published results and support data relative to the analyses are available to share.
C_LIO_LIOPDC-MRI phenotyping is deep and relatively frequent, however the size of the cohort is not at the level of population-level cohort studies. MRI sequences are high quality, but could not exploit the latest advances in the field in order to maintain continuity.
C_LI",0,395,/content/10.1101/19005819v1?versioned=TRUE,/content/10.1101/19005819v1.full.pdf,https://www.medrxiv.org/content/10.1101/19005819v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19005819v1.full.pdf,_10.1101_19005819.txt,0,NA,0,NA,NA
10.1101/19005702,Sex-related differences in the clinical diagnosis of frontotemporal dementia,"Llorca-Bofi, V.; Illan-Gala, I.; Blesa, R.",Vicent Llorca-Bofí,"Autonomous University of Barcelona, Spain",2019-09-11,1,cc_by_nc,Neurology,https://www.medrxiv.org/content/early/2019/09/11/19005702.source.xml,"Disclaimer text: The authors have withdrawn this manuscript because some authors did not consent with its publication and the data are too preliminary to be disseminated. Therefore, the authors do not wish this work to be cited as reference for the project. If you have any questions, please contact the corresponding author.",0,396,/content/10.1101/19005702v1?versioned=TRUE,/content/10.1101/19005702v1.full.pdf,https://www.medrxiv.org/content/10.1101/19005702v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19005702v1.full.pdf,_10.1101_19005702.txt,0,NA,0,NA,NA
10.1101/19005652,Exposure to perfluoroalkyl substances in a cohort of women firefighters and office workers in San Francisco,"Trowbridge, J. A.; Gerona, R. R.; Lin, T.; Rudel, R. A.; Bessonneau, V.; Buren, H.; Morello-Frosch, R.",Rachel Morello-Frosch,"University of California, Berkeley",2019-09-11,1,cc_no,Occupational And Environmental Health,https://www.medrxiv.org/content/early/2019/09/11/19005652.source.xml,"BackgroundStudies in male firefighters have demonstrated increased exposures to carcinogenic compounds and increased rates of certain cancers compared to the general population. Many chemicals related to these occupational exposures have been associated with breast tumor development in animal and human studies, yet, there have been no studies on women firefighters due to their low numbers in most fire departments. To address this data gap, the Women Firefighters Biomonitoring Collaborative (WFBC) created a biological sample archive and analyzed levels of perfluoroalkyl substances (PFAS) among women firefighters and office workers in San Francisco.

MethodsActive duty women firefighters (n=86) and office workers (n=84) were recruited from the San Francisco Fire Department and the City and County of San Francisco, respectively. Serum samples were collected and analyzed using liquid chromatography tandem mass spectrometry (LC MS/MS) to measure and compare PFAS levels between firefighters and office workers. For PFAS congeners detected in at least 70% of our study population, we examined differences in serum PFAS levels controlling for dietary, demographic and other confounders. Among firefighters, we assessed associations between occupational activities and PFAS levels.

ResultsEight of 12 PFAS congeners were detected at levels above the limit of detection and seven were detected in at least 70% of the study population. Four PFAS were detected in all study participants (PFNA, PFOA, PFOS, PFHxS). In regression models comparing PFAS levels by occupation and adjusting for potential confounders, firefighters had higher geometric mean (GM) concentrations of PFAS compared to office workers: 2.39 (95%CI = 1.64,3.48), 2.32 (95% CI = 1.17,4.62) and 1.26 (95% CI = 0.99, 1.59) times higher for PFHxS, PFUnDA and PFNA, respectively. In analyses limited to firefighters, PFAS levels varied by assigned position in the fire department--firefighters and officers had higher PFNA, PFOA, PFDA, and PFUnDA compared to drivers. Additionally, firefighters who reported having used firefighting foam had higher concentrations of PFOA compared firefighters who reported never having used foam.

ConclusionOur study found ubiquitous exposures to PFAS among WFBC participants, with women firefighters exposed to higher levels of some PFAS compared to office workers, suggesting that some of these exposures may be occupationally related.",1,398,/content/10.1101/19005652v1?versioned=TRUE,/content/10.1101/19005652v1.full.pdf,https://www.medrxiv.org/content/10.1101/19005652v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19005652v1.full.pdf,_10.1101_19005652.txt,0,NA,0,NA,NA
10.1101/19005975,"Absence of Testicular Adrenal Rest Tumors in Newborns, Infants, and Toddlers with Classical Congenital Adrenal Hyperplasia","Kim, M. S.; Koppin, C. M.; Mohan, P.; Goodarzian, F.; Ross, H. M.; Geffner, M. E.; De Filippo, R.; Kokorowski, P.",Mimi S Kim,Children\'s Hospital Los Angeles,2019-09-11,1,cc_by_nc_nd,Endocrinology,https://www.medrxiv.org/content/early/2019/09/11/19005975.source.xml,"INTRODUCTIONTesticular adrenal rest tumors (TART) are a known consequence for males with classical congenital adrenal hyperplasia (CAH) due to 21-hydroxylase deficiency. TART are associated with potential infertility in adults. However, little is known about TART in very young males with CAH.

OBJECTIVEWe assessed the prevalence of TART in newborn, infant, and toddler males with classical CAH via scrotal ultrasound.

METHODSMales with CAH had scrotal ultrasounds during the first 4 years of life, evaluating testes for morphology, blood flow, and presence of TART. Newborn screen 17-hydroxyprogesterone (17-OHP) and serum 17-OHP at the time of ultrasound were recorded. Bone ages were considered very advanced if [&ge;] 2SD above chronological age.

RESULTSThirty-one ultrasounds in 16 males were performed. An initial ultrasound was obtained in four newborns at diagnosis (6.8 {+/-}2.1 days), six infants (2.2 {+/-}0.9 months), and six toddlers (2.4 {+/-}0.9 years). Eleven males had at least one repeat ultrasound. A large proportion (11/16) were in poor hormonal control with an elevated 17-OHP (325 {+/-}298 nmol/L). One infant was in very poor hormonal control (17-OHP 447 nmol/L) at initial ultrasound, and two toddlers had advanced bone ages (+3.2 and +4.5 SD) representing exposure to postnatal androgens. However, no TART were detected in any subjects.

CONCLUSIONSTART were not found in males up to 4 years of age with classical CAH despite settings with expected high ACTH drive. Further research into the occurrence of TART in CAH may elucidate factors which contribute to the detection and individual predisposition to TART.",1,399,/content/10.1101/19005975v1?versioned=TRUE,/content/10.1101/19005975v1.full.pdf,https://www.medrxiv.org/content/10.1101/19005975v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19005975v1.full.pdf,_10.1101_19005975.txt,0,NA,0,NA,NA
10.1101/19005793,Dyspareunia in their own words: A comprehensive qualitative description of endometriosis-associated sexual pain,"Wahl, K.; Imtiaz, S.; Smith, K. B.; Joseph, K. S.; Yong, P. J.; Cox, S. M.",Paul J Yong,University of British Columbia,2019-09-12,1,cc_no,Sexual And Reproductive Health,https://www.medrxiv.org/content/early/2019/09/12/19005793.source.xml,"BackgroundDyspareunia is a classic symptom of endometriosis but is neglected in research and clinical contexts. This study explored the experience of this endometriosis-associated sexual pain.

MethodsThis was a qualitative descriptive study that included people who had experienced endometriosis-associated dyspareunia alone or with a partner. Data collection involved semi- structured interviews with a female researcher that began with an open-ended question about dyspareunia and included interview prompts related to the nature of sexual pain. Interviews were recorded, transcribed verbatim, and analysed for themes.

Results17 participants completed interviews. The mean participant age was 33.3 (SD=7.2) and most participants identified as white (82%), were college-educated (71%), identified as heterosexual (65%), and were partnered (59%). Location, onset, and character emerged as important, interrelated features of endometriosis-associated dyspareunia, as did severity and impact. Dyspareunia occurred at the vaginal opening (n=7) and in the abdomen/pelvis (n=13). Pain at the vaginal opening began with initial penetration and had pulling, burning and stinging qualities. Pain in the pelvis was typically experienced with deep penetration or in certain position and was described as sharp, stabbing and/or cramping. Dyspareunia ranged from mild to severe, and for some participants had a marked psychosocial impact.

ConclusionsDyspareunia is a heterogeneous symptom of endometriosis that ranges in severity and impact. Disaggregating dyspareunia into superficial and deep types may better reflect the etiologies of this pain, thereby improving outcome measurement in intervention studies and clinical care.",1,400,/content/10.1101/19005793v1?versioned=TRUE,/content/10.1101/19005793v1.full.pdf,https://www.medrxiv.org/content/10.1101/19005793v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19005793v1.full.pdf,_10.1101_19005793.txt,0,NA,0,NA,NA
10.1101/19006403,"Intrinsic capacity as a framework for Integrated Care for Older People (ICOPE); insights from the 10/66 Dementia Research Group cohort studies in Latin America, India and China","Prince, M. J.; Acosta, D.; Guerra, M.; Huang, Y.; Jacob, K. S.; Jimenez-Velazquez, I. Z.; Jotheeswaran, A. T.; Llibre Rodriguez, J. J.; Salas, A.; Sosa, A. L.; Acosta, I.; Mayston, R.; Liu, Z.; Llibre-Guerra, J. J.; Prina, A. M.; Valhuerdi, A.",Martin J Prince,"King\'s Global Health Institute and Health Service and Population Research Department, King\'s College London, London, United Kingdom",2019-09-12,1,cc_by_nc_nd,Health Systems And Quality Improvement,https://www.medrxiv.org/content/early/2019/09/12/19006403.source.xml,"BackgroundThe World Health Organization has reframed health and healthcare for older people around achieving the goal of healthy ageing. Recent evidence-based guidelines on Integrated Care for Older People focus on maintaining intrinsic capacity, addressing declines in mobility, nutrition, vision and hearing, cognition, mood and continence aiming to prevent or delay the onset of care dependence. The target group (with one or more declines in intrinsic capacity) is broad, and implementation at scale may be challenging in less-resourced settings.

Planning can be informed by assessing the prevalence of intrinsic capacity, characterising the target group, and validating the general approach by evaluating risk prediction for incident dependence and mortality.

MethodsPopulation-based cohort studies in urban sites in Cuba, Dominican Republic, Puerto Rico, Venezuela, and rural and urban sites in Peru, Mexico, India and China. Sociodemographic, behaviour and lifestyle, health, healthcare utilisation and cost questionnaires, and physical assessments were administered to all participants, with ascertainment of incident dependence, and mortality, three to five years later.

ResultsIn the 12 sites in eight countries, 17,031 participants were surveyed at baseline. Intrinsic capacity was least likely to be retained for locomotion (71.2%), vision (71.3%), cognition (73.5%), and mood (74.1%). Only 30% retained full capacity across all domains, varying between one quarter and two-fifths in most sites. The proportion retaining capacity fell sharply with increasing age, and declines affecting multiple domains were more common. Poverty, morbidity (particularly dementia, depression and stroke), and disability were concentrated among those with DIC, although only 10% were frail, and a further 9% had needs for care. Hypertension and lifestyle risk factors for chronic disease, healthcare utilization and costs were more evenly distributed in the general older population. 15,901 participants were included in the mortality cohort (2,602 deaths/ 53,911 person years of follow-up), and 12,965 participants in the dependence cohort (1900 incident cases/ 38,377 person-years). DIC (any decline, and number of domains affected) strongly and independently predicted incident dependence and death. Relative risks were higher for those who were frail, but were also substantially elevated for the much larger sub-groups yet to become frail. Mortality was mainly concentrated in the frail and dependent sub-groups.

ConclusionsOur findings support the strategy to optimize intrinsic capacity in pursuit of healthy ageing. Most needs for care arise in those with declines in intrinsic capacity who are yet to become frail. Implementation at scale requires community-based screening and assessment, and a stepped-care approach to intervention. Community healthcare workers roles would need redefinition to engage, train and support them in these tasks. ICOPE could be usefully integrated into community programmes orientated to the detection and case management of chronic diseases including hypertension and diabetes.",0,406,/content/10.1101/19006403v1?versioned=TRUE,/content/10.1101/19006403v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006403v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006403v1.full.pdf,_10.1101_19006403.txt,0,NA,0,NA,NA
10.1101/19003327,Alcohol use and cognitive functioning in young adults: an observational and Mendelian randomisation study,"Mahedy, L.; Suddell, S.; Skirrow, C.; Wootton, R.; Fernandes, G. S.; Heron, J.; Field, M.; Hickman, M.; Munafo, M. R.",Liam Mahedy,University of Bristol,2019-09-12,1,cc_by,Epidemiology,https://www.medrxiv.org/content/early/2019/09/12/19003327.source.xml,"Background and AimsThere have been few longitudinal studies of association between alcohol use and cognitive functioning in young people. We aimed to examine whether alcohol use is a causal risk factor for deficient cognitive functioning in young adults.

DesignLinear regression was used to examine the relationship between longitudinal latent class patterns of binge drinking and subsequent cognitive functioning. Two-sample Mendelian randomisation (MR) tested evidence for the causal relationship between alcohol use and cognitive functioning.

SettingSouth West England.

ParticipantsThe observational study included 3,155 adolescents and their parents (fully adjusted models) from the Avon Longitudinal Study of Parents and Children (ALSPAC). Genetic instruments for alcohol use were based on almost 1,000,000 individuals from the GWAS & Sequencing Consortium of Alcohol and Nicotine use (GSCAN). Genome-wide association studies for cognitive outcomes were based on 2,500 individuals from ALSPAC.

MeasurementsBinge drinking was assessed at approximately 16, 17, 18, 21, and 23 years. Cognitive functioning comprised working memory, response inhibition, and emotion recognition assessed at 24 years of age. Ninety-nine independent genome-wide significant SNPs associated with  number of drinks per week were used as the genetic instrument for alcohol consumption. Potential confounders were included in the observational analyses.

FindingsFour binge drinking classes were identified:  low-risk (41%),  early-onset monthly (19%),  adult frequent (23%), and  early-onset frequent (17%). The association between early-onset frequent binge drinking and cognitive functioning: working memory (b=0.09, 95%CI=-0.10 to 0.28), response inhibition (b=0.70, 95%CI=-10.55 to 11.95), and emotion recognition (b=0.01, 95%CI=-0.01 to 0.02) in comparison to low-risk drinkers were inconclusive as to whether a difference was present. Two-sample MR analyses similarly provided little evidence that alcohol use is associated with deficits in working memory using the inverse variance weight (b=0.29, 95%CI=-0.42 to 0.99), response inhibition (b=-0.32, 95%CI=-1.04 to 0.39), and emotion recognition (b=0.03, 95%CI=-0.55 to 0.61).

ConclusionsBinge drinking in adolescence and early adulthood may not be causally related to deficiencies in working memory, response inhibition, or emotion recognition in youths.",1,409,/content/10.1101/19003327v1?versioned=TRUE,/content/10.1101/19003327v1.full.pdf,https://www.medrxiv.org/content/10.1101/19003327v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19003327v1.full.pdf,_10.1101_19003327.txt,0,NA,0,NA,NA
10.1101/19006627,Gender dependent pharmacotherapy for blocking transition to chronic back pain: a proof of concept randomized trial,"Reckziegel, D.; Tetreault, P.; Ghantous, M.; Wakaizumi, K.; Petre, B.; Huang, L.; Jabakhanji, R.; Abdullah, T.; Vachon-Presseau, E.; Berger, S. E.; Baria, A.; Griffith, J.; Baliki, M.; Schnitzer, T.; Apkarian, A. V.",A Vania Apkarian,"Department of Physiology, Department of Anesthesiology, Department of Physical Medicine and Rehabilitation, Center for Chronic Pain and Drug Abuse, Northwestern",2019-09-13,1,cc_no,Pain Medicine,https://www.medrxiv.org/content/early/2019/09/13/19006627.source.xml,"Preventing transition to chronic back pain (CBP) is an ideal strategy that would rescue patients from years to a lifetime of suffering with pain. Recent studies suggest involvement of sexually-dimorphic dopaminergic-motivational circuits in the transition to chronic pain (tCBP), and hints the combination of carbidopa/levodopa and naproxen (LDP+NPX) may block tCBP. We tested these concepts in early onset BP, who were stratified by risk for tCBP using brain properties. Those identified as low-risk entered a no-treatment arm. The rest were randomized into a double-blind, placebo and naproxen (PLC+NPX) controlled trial of oral LDP+NPX for 12 weeks, and a post-treatment 12-weeks follow-up. 59 participants completed the study. Both treatments resulted in [~]50% pain relief for [~]75%, sustained post-treatment. LDP+NPX was highly effective in females (>80% pain relief), it modified BP personality, and was related to objective brain functional changes. Although performed in a small group of early onset BP, multiple subjective and objective measures consistently suggest that these long-duration treatments persistently, and gender-dependently, block tCBP.",0,405,/content/10.1101/19006627v1?versioned=TRUE,/content/10.1101/19006627v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006627v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006627v1.full.pdf,_10.1101_19006627.txt,0,NA,0,NA,NA
10.1101/19006577,Genetic liability to schizophrenia is associated with exposure to traumatic events in childhood,"Sallis, H. M.; Croft, J.; Havdahl, A.; Jones, H. J.; Dunn, E. C.; Davey Smith, G.; Zammit, S.; Munafo, M. R.",Hannah M Sallis,University of Bristol,2019-09-13,1,cc_by,Epidemiology,https://www.medrxiv.org/content/early/2019/09/13/19006577.source.xml,"BackgroundThere is a wealth of literature on the observed association between childhood trauma and psychotic illness. However, the relationship between childhood trauma and psychosis is complex and could be explained, in part, by gene-environment correlation.

MethodsThe association between schizophrenia polygenic scores (PGS) and experiencing childhood trauma was investigated using data from the Avon Longitudinal Study of Parents and Children (ALSPAC) and the Norwegian Mother, Father and Child Cohort Study (MoBa). Schizophrenia PGS were derived in each cohort for children, mothers, and fathers where genetic data were available. Measures of trauma exposure were derived based on data collected throughout childhood and adolescence (0-17 years; ALSPAC) and at age 8 years (MoBa).

ResultsWithin ALSPAC, we found a positive association between schizophrenia PGS and exposure to trauma across childhood and adolescence; effect sizes were consistent for both child or maternal PGS. We found evidence of an association between the schizophrenia PGS and the majority of trauma subtypes investigated, with the exception of bullying. These results were comparable in MoBa. Within ALSPAC, genetic liability to a range of additional psychiatric traits was also associated with a greater trauma exposure.

ConclusionsResults from two international birth cohorts indicate that genetic liability for a range of psychiatric traits is associated with experiencing childhood trauma. GWAS of psychiatric phenotypes may also reflect risk factors for these phenotypes. Our findings also suggest that youth at higher genetic risk might require greater resources/support to ensure they grow-up in a healthy environment.",1,407,/content/10.1101/19006577v1?versioned=TRUE,/content/10.1101/19006577v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006577v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006577v1.full.pdf,_10.1101_19006577.txt,0,NA,0,NA,NA
10.1101/19006502,Village-scale persistence and elimination of gambiense human African trypanosomiasis,"Davis, C. N.; Rock, K. S.; Mwamba Miaka, E.; Keeling, M. J.",Matt J Keeling,University of Warwick,2019-09-13,1,cc_by,Epidemiology,https://www.medrxiv.org/content/early/2019/09/13/19006502.source.xml,"Gambiense human African trypanosomiasis (gHAT) is one of several neglected tropical diseases that is targeted for elimination by the World Health Organization. Recent years have seen a substantial decline in the number of globally reported cases, largely driven by an intensive process of screening and treatment. However, this infection is highly focal, continuing to persist at low prevalence even in small populations. Regional elimination, and ultimately global eradication, rests on understanding the dynamics and persistence of this infection at the local population scale. Here we develop a stochastic model of gHAT dynamics, which is underpinned by screening and reporting data from one of the highest gHAT incidence regions, Kwilu Province, in the Democratic Republic of Congo. We use this model to explore the persistence of gHAT in villages of different population sizes and subject to different patterns of screening. Our models demonstrate that infection is expected to persist for long periods even in relatively small isolated populations. We further use the model to assess the risk of recrudescence following local elimination and consider how failing to detect cases during active screening events informs the probability of elimination. These quantitative results provide insights for public health policy in the region, particularly highlighting the difficulties in achieving and measuring the 2030 elimination goal.

Author summaryGambiense human African trypanosomiasis (gHAT) is a vector-borne infectious disease that causes sleeping sickness across many African countries. Reported gHAT cases show a continued decline, but it is unclear if this is sufficient to reach the WHO goal of stopping transmission by 2030. We develop a stochastic model necessary to address the critical question of persistence of gHAT infection at the local-scale. In contrast to other commonly studied infections, we predict long-term persistence of gHAT in small populations (< 1, 000 people) despite very low prevalence. Our local-scale predictions (together with previous larger-scale studies) suggest that, to achieve regional elimination, controls need to be widespread and intensified in the worst affected regions, while the movement of infected people could rapidly lead to re-emergence.",1,408,/content/10.1101/19006502v1?versioned=TRUE,/content/10.1101/19006502v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006502v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006502v1.full.pdf,_10.1101_19006502.txt,0,NA,0,NA,NA
10.1101/19006171,Deep-learning-based Prediction of Late Age-Related Macular Degeneration Progression,"Yan, Q.; Weeks, D. E.; Xin, H.; Huang, H.; Swaroop, A.; Chew, E. Y.; Ding, Y.; Chen, W.",Qi Yan,University of Pittsburgh,2019-09-16,1,cc_no,Ophthalmology,https://www.medrxiv.org/content/early/2019/09/16/19006171.source.xml,"Both genetic and environmental factors influence the etiology of age-related macular degeneration (AMD), a leading cause of blindness. AMD severity is primarily measured by fundus images and recently developed machine learning methods can successfully predict AMD progression using image data. However, none of these methods have utilized both genetic and image data for predicting AMD progression. Here we jointly used genotypes and fundus images to predict an eye as having progressed to late AMD with a modified deep convolutional neural network (CNN). In total, we used 31,262 fundus images and 52 AMD-associated genetic variants from 1,351 subjects from the Age-Related Eye Disease Study (AREDS) with disease severity phenotypes and fundus images available at baseline and follow-up visits over a period of 12 years. Our results showed that fundus images coupled with genotypes could predict late AMD progression with an averaged area under the curve (AUC) value of 0.85 (95%CI: 0.83-0.86). The results using fundus images alone showed an averaged AUC of 0.81 (95%CI: 0.80-0.83). We implemented our model in a cloud-based application for individual risk assessment.",1,412,/content/10.1101/19006171v1?versioned=TRUE,/content/10.1101/19006171v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006171v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006171v1.full.pdf,_10.1101_19006171.txt,1,field-specific repository,1,data availability all the phenotype data and fundus images of areds participants required are available from dbgap (accession: phs000001.v3.p1).;     the genotype data on areds subjects has been reported earlier 11 and is available from dbgap (accession phs001039.v1.p1).,implementation and availability the prediction models are available at https://github.com/qiyanpitt/amdprogresscnn and a web-based application is also available at http://www.pitt.edu/~qiy17/amdprediction.html.   medrxiv preprint doi: https://doi.org/10.1101/19006171; this version posted september 16 2019.
10.1101/19006155,GWAS-based Machine Learning for Prediction of Age-Related Macular Degeneration Risk,"Yan, Q.; Jiang, Y.; Huang, H.; Swaroop, A.; Chew, E. Y.; Weeks, D. E.; Chen, W.; Ding, Y.",Ying Ding,University of Pittsburgh,2019-09-16,1,cc_no,Ophthalmology,https://www.medrxiv.org/content/early/2019/09/16/19006155.source.xml,"Numerous independent susceptibility variants have been identified for Age-related macular degeneration (AMD) by genome-wide association studies (GWAS). Since advanced AMD is currently incurable, an accurate prediction of a persons AMD risk using genetic information is desirable for early diagnosis and clinical management. In this study, genotype data of 32,215 Caucasian individuals with age above 50 years from the International AMD Genomics Consortium in dbGAP were used to establish and validate prediction models for AMD risk using four different machine learning approaches: neural network, lasso regression, support vector machine, and random forest. A standard logistic regression model was also considered using a genetic risk score. To identify feature SNPs for AMD prediction models, we selected the genome-wide significant SNPs from GWAS. All methods achieved good performance for predicting normal controls versus advanced AMD cases (AUC=0.81[~]0.82 in a separate test dataset) and normal controls versus any AMD (AUC=0.78[~]0.79). By applying the state-of-art machine learning approaches on the large AMD GWAS data, the predictive models we established can provide an accurate estimation of an individuals AMD risk profile across the persons lifespan based on a comprehensive genetic information.",0,414,/content/10.1101/19006155v1?versioned=TRUE,/content/10.1101/19006155v1.full.pdf,https://www.medrxiv.org/content/10.1101/19006155v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/19006155v1.full.pdf,_10.1101_19006155.txt,1,field-specific repository,0,from this study the phenotype and genotypes of 35358 subjects were uploaded to dbgap (phs001039.v1.p1) and the majority of them are caucasians.;     no reuse allowed without permission.  risk based on genetic variants given any future age of a subject using the largest publicly available data from dbgap (phs001039.v1.p1).;     the dbgap (phs001039.v1.p1) dataset from the international age-related macular degeneration genomics consortium is the largest publicly available genotype dataset by far with 35358 subjects.,NA
